Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
60126,30000000,"japanese,thai",Kolkata,Near Party Hub,15-03-2011,,Tier A Celebrity,86.4,1,1,1,1,1,2,Bar,Chinese,2,0,1,6,3,5,8,9,3,NA,NA,NA,7,6,7,5,5
60127,32000000,"chinese,salvadorian",New Delhi,Near Party Hub,14-01-2011,84.2,Tier A Celebrity,67,1,1,1,0,0,2,Bar,Greek,2,0,10,4,3,5,10,9,4,4,NA,NA,4,9,5,5,6
60128,18000000,"indian,irish",Thiruvananthapuram,Near Party Hub,05-05-2009,86.4,Tier A Celebrity,80.4,1,1,1,0,1,2,Bar,Arabian,2,0,1,5,5,6,6,10,4,NA,NA,NA,8,8,4,2,7
60129,67500000,"turkish,nigerian",Noida,Near Party Hub,03-11-2007,60,Not Specific,59,1,1,1,1,0,2,Bar,Arabian,2,0,1,5,5,4,7,10,4,NA,NA,NA,5,6,3,2,1
60130,12000000,"tibetan,italian",Punchkula,Near Party Hub,10-11-2011,60.8,Not Specific,63,1,1,1,1,1,2,Bar,90's,2,1,4,4,4,3,5,6,3,NA,2,NA,7,4,6,3,6
60131,32500000,"tibetan,greek",Greater Noida,Near Party Hub,05-01-2011,82.8,Tier A Celebrity,73.6,1,1,1,1,1,2,Bar,Arabian,2,1,8,5,4,5,7,10,5,NA,4,NA,6,7,6,1,6
60132,35000000,"tibetan,greek",Bangalore,Near Party Hub,15-04-2010,82.6,Tier A Celebrity,63.6,1,1,1,1,1,2,Bar,90's,3,0,1,5,5,5,9,10,4,NA,NA,NA,8,5,1,1,6
60133,20500000,"algerian,algerian",Hyderabad,Near Business Hub,22-03-2011,74,Not Specific,61.1,1,1,0,0,0,2,Bar,Arabian,3,1,5,5,4,2,10,6,2,NA,2,NA,9,7,6,0,8
60134,30000000,"irish,belgian",Bhubaneshwar,Near Party Hub,05-10-2008,89.8,Not Specific,66.6,0,1,0,1,0,2,Bar,Greek,1,0,7,5,2,4,10,NA,NA,NA,NA,NA,5,6,6,6,7
60135,32500000,"tibetan,italian",Pune ,Near Business Hub,26-06-2011,,Not Specific,86.8,1,1,1,0,1,2,Bar,Greek,3,1,8,5,5,6,9,NA,3,NA,NA,NA,8,7,4,1,4
60136,10500000,"algerian,korean",-1,Near Party Hub,01-07-2011,64.66,Not Specific,63,1,1,1,0,1,2,Bar,90's,2,0,3,3,4,4,9,9,4,NA,4,NA,7,4,1,2,3
60137,25000000,"japanese,thai",Greater Noida,Near Party Hub,07-05-2008,78,Tier A Celebrity,77,1,1,1,1,1,2,Bar,Greek,2,0,4,5,5,5,6,9,2,4,NA,NA,6,7,1,2,9
60138,34000000,"tibetan,greek",Gurgaon,Near Party Hub,22-11-2008,77.8,Tier A Celebrity,79.6,1,1,1,1,1,1,Bar,90's,3,1,9,5,4,4,7,10,4,NA,NA,NA,4,7,6,5,6
60139,19500000,"polish,jewish",coimbatore,Near Party Hub,29-04-2010,79.6,Not Specific,87.58,1,1,1,1,1,2,Bar,90's,0,0,5,3,3,2,7,6,2,NA,2,NA,8,8,5,6,7
60140,32000000,"algerian,belgian",Noida,Near Party Hub,08-11-2010,89.5,Tier A Celebrity,81.4,1,1,1,1,0,2,Bar,Nature,2,0,5,7,5,5,8,10,NA,NA,NA,4,7,7,3,2,7
60141,36000000,"british,japanese",Noida,Near Party Hub,31-05-2010,81.2,Tier A Celebrity,76.4,1,1,1,1,1,2,Bar,Nature,3,0,4,7,6,6,7,10,NA,NA,NA,4,10,8,7,0,9
60142,14500000,"japanese,thai",-1,Near Party Hub,25-06-2011,80,Not Specific,89,1,1,1,1,1,2,Bar,Arabian,2,1,3,3,5,4,8,7,2,NA,3,NA,8,7,4,1,4
60143,10000000,"turkish,sapnish",Mysore,Near Party Hub,12-01-2012,78,Not Specific,62,1,1,1,1,1,2,Bar,Delicio,2,0,6,5,4,4,9,10,4,NA,4,NA,2,6,4,4,3
60144,32500000,"algerian,belgian",Dhanbad,Near Party Hub,10-01-2005,72,Tier A Celebrity,62,1,1,0,1,1,2,Bar,Greek,1,1,9,3,3,4,10,7,2,3,NA,NA,7,7,4,3,10
60145,38500000,"algerian,belgian",-1,Near Party Hub,08-06-2011,,Tier A Celebrity,66.66,1,1,1,1,1,2,Bar,Chinese,2,0,5,5,4,4,6,7,NA,3,NA,NA,7,7,5,4,6
60146,12000000,"british,japanese",Noida,Near Party Hub,23-09-2010,60,Not Specific,47,1,1,1,1,0,2,Bar,90's,1,0,4,3,4,3,5,8,3,NA,3,NA,8,6,5,4,7
60147,23500000,"indian,irish",Mumbai,Near Business Hub,04-02-2011,91.12,Not Specific,72,0,1,1,0,0,2,Bar,Arabian,3,1,2,4,4,5,10,9,4,NA,5,NA,9,10,8,0,6
60148,61500000,"polish,jewish",Noida,Near Party Hub,10-08-2012,80,Not Specific,77.2,1,1,0,0,1,2,Bar,90's,3,0,3,4,6,8,8,9,6,NA,NA,NA,3,5,5,6,3
60149,10500000,"turkish,sapnish",Hyderabad,Near Party Hub,29-10-2010,73.08,Not Specific,71.2,1,1,0,1,0,2,Bar,Greek,2,1,6,4,4,4,7,8,3,3,NA,NA,5,5,6,4,3
60150,29000000,"welsh,thai",Bangalore,Near Business Hub,04-05-2009,88.6,Tier A Celebrity,78,1,1,1,1,1,2,Bar,Arabian,4,1,3,4,5,6,9,6,4,NA,2,NA,7,6,4,6,7
60151,14500000,"welsh,thai",Lucknow,Near Party Hub,14-11-2010,72,Tier A Celebrity,54,1,1,1,0,0,2,Bar,Arabian,2,0,9,3,5,4,10,8,3,NA,3,NA,4,6,6,4,6
60152,30500000,"tibetan,greek",Noida,Near Party Hub,20-03-2010,,Tier A Celebrity,80,0,1,1,1,1,,Bar,Greek,2,0,3,6,5,6,7,6,NA,1,3,NA,9,5,4,0,6
60153,27500000,"welsh,thai",Noida,Near Business Hub,13-07-2011,78.33,Tier A Celebrity,67.6,1,1,1,1,1,2,Bar,Arabian,2,0,4,5,6,6,9,8,4,NA,NA,NA,10,9,7,0,10
60154,18000000,"cuban,british",Hyderabad,Near Party Hub,07-05-2008,81.33,Not Specific,91.9,1,1,1,1,1,2,Bar,Parsi,3,1,10,3,2,5,7,10,2,3,NA,NA,6,5,4,2,6
60155,14000000,"turkish,nigerian",-1,Near Business Hub,14-02-2006,,Tier A Celebrity,67.6,1,1,1,1,1,2,Bar,Greek,4,0,4,4,4,5,8,10,NA,3,NA,NA,6,6,4,5,5
60156,12000000,"turkish,nigerian",Trivandrum,Near Party Hub,11-11-2009,75,Tier A Celebrity,80,0,1,1,1,0,2,Bar,Greek,2,0,3,5,5,7,10,NA,4,NA,NA,NA,6,7,3,1,6
60157,32000000,"british,japanese",Bhubaneswar,Near Party Hub,30-03-2010,73,Not Specific,63.1,1,1,1,1,0,,Bar,Chinese,3,0,2,3,4,5,9,7,NA,2,NA,3,8,10,6,3,7
60158,40500000,"tibetan,greek",Hyderabad,Near Party Hub,12-05-2008,77,Tier A Celebrity,60.2,1,1,1,1,1,2,Bar,90's,2,0,1,5,4,5,6,8,4,NA,NA,NA,6,2,5,7,3
60159,32500000,"tibetan,italian",Pune,Near Party Hub,21-12-2011,78,Tier A Celebrity,76.6,1,1,1,1,1,1,Bar,90's,3,0,4,5,5,5,8,9,5,NA,5,NA,6,6,5,2,7
60160,34000000,"indian,irish",Kolkata,Near Party Hub,26-03-2011,87,Not Specific,79,0,1,1,1,0,2,Bar,Arabian,3,1,1,5,6,4,5,8,4,1,NA,NA,1,0,0,1,0
60161,22500000,"algerian,algerian",Gurgaon,Near Business Hub,03-10-2008,72,Tier A Celebrity,69,1,1,1,1,1,2,Bar,Arabian,3,0,9,5,3,3,9,7,3,NA,NA,NA,8,7,5,3,8
60162,20000000,"polish,jewish",kolkata,Near Party Hub,07-10-2009,73,Not Specific,61,1,1,1,1,1,2,Bar,Arabian,1,0,2,5,3,3,5,10,4,NA,4,NA,,9,6,3,8
60163,22500000,"algerian,korean",New Delhi,Near Party Hub,12-01-2010,78,Not Specific,72,1,1,1,1,1,2,Bar,90's,2,0,7,5,5,5,7,8,4,NA,3,NA,9,9,5,2,9
60164,33500000,"japanese,thai",Chennai,Near Party Hub,17-07-2011,73,Not Specific,68.46,1,1,1,1,1,,Bar,90's,2,0,8,4,4,5,7,9,5,NA,NA,NA,5,8,4,5,6
60165,35000000,"turkish,sapnish",Noida,Near Party Hub,30-06-2010,,Tier A Celebrity,85.2,1,1,1,1,0,1,Bar,Greek,3,1,4,6,6,7,8,7,NA,3,NA,NA,4,9,2,0,9
60166,24000000,"turkish,sapnish",-1,Near Party Hub,20-05-2009,79,Tier A Celebrity,72,1,1,1,1,1,1,Bar,Greek,3,1,7,5,4,6,10,7,4,2,NA,NA,9,10,7,3,8
60167,186000000,"british,japanese",mumbai,Near Business Hub,10-10-2008,89.7,Not Specific,89.6,1,1,1,1,1,1,Gastro Bar,Chinese,4,0,1,6,5,6,10,9,NA,4,NA,NA,4,8,2,5,8
60168,43500000,"tibetan,greek",Gandhi Nagar,Near Party Hub,17-05-2009,85,Tier A Celebrity,64,0,1,1,1,0,2,Bar,Nature,2,0,10,4,5,5,9,8,NA,NA,NA,3,7,8,7,3,8
60169,37500000,"tibetan,greek",Noida,Near Party Hub,23-03-2012,85.8,Tier A Celebrity,78.4,1,1,0,1,0,,Bar,Arabian,3,1,9,5,5,3,7,9,4,NA,4,NA,9,9,0,0,5
60170,27500000,"turkish,nigerian",Chennai,Near Party Hub,21-10-2011,87.4,Tier A Celebrity,82.2,0,1,0,0,1,2,Bar,Arabian,3,0,6,3,5,3,9,7,3,NA,NA,NA,8,8,7,3,8
60171,23500000,"tibetan,greek",Hyderabad,Near Party Hub,09-04-2009,92.66,Not Specific,95.6,1,1,1,0,0,2,Bar,Arabian,3,0,7,4,3,5,9,9,5,NA,NA,NA,8,8,6,2,8
60172,45500000,"tibetan,italian",Pune,Near Party Hub,11-12-2010,76.87,Not Specific,81.33,1,1,1,1,0,2,Bar,Arabian,3,0,4,3,5,5,10,9,NA,NA,NA,NA,7,7,7,4,7
60173,11000000,"tibetan,greek",Una,Near Business Hub,10-04-2012,70,Tier A Celebrity,70,1,1,0,1,1,2,Bar,Molino,2,0,4,4,4,4,8,10,NA,NA,NA,NA,6,9,7,2,10
60174,18000000,"swedish,greek",Hyderabad ,Near Party Hub,15-01-2012,91.3,Not Specific,88.9,1,1,0,1,1,2,Bar,Arabian,3,1,1,5,5,5,10,8,4,NA,3,NA,4,8,5,3,7
60175,43000000,"welsh,thai",Chennai,Near Party Hub,26-07-2010,,Not Specific,82.75,0,1,1,1,1,2,Bar,Greek,2,0,6,5,4,6,7,8,3,3,NA,NA,7,8,5,0,6
60176,45000000,"tibetan,greek",Bangalore,Near Business Hub,29-04-2010,76.2,Tier A Celebrity,72.6,1,1,0,1,1,2,Bar,Arabian,3,0,6,5,6,4,8,9,5,NA,NA,NA,6,7,4,4,5
60177,24000000,"turkish,nigerian",New Delhi,Near Business Hub,23-10-2010,77.78,Tier A Celebrity,66.67,1,1,1,1,1,,Bar,Greek,3,0,10,6,5,5,7,9,NA,4,NA,NA,7,7,4,3,7
60178,66000000,"british,japanese",Pune,Near Party Hub,31-01-2007,,Not Specific,67,1,0,1,0,1,2,Caffee,Arabian,3,1,3,4,5,6,8,9,5,NA,NA,NA,7,9,8,2,8
60179,12000000,"welsh,thai",Kolkata,Near Business Hub,19-06-2008,81.33,Not Specific,78.4,0,1,0,1,0,2,Caffee,Arabian,3,1,7,3,5,5,9,10,4,NA,NA,NA,10,5,7,4,5
60180,30000000,"british,belgian",Bangalore,Near Party Hub,16-04-2008,65.6,Tier A Celebrity,70.2,1,1,1,1,1,2,Bar,90's,3,1,2,5,5,5,9,10,6,NA,4,NA,6,6,7,2,7
60181,18000000,"indian,irish",New Delhi,Near Party Hub,11-11-2010,65.8,Tier A Celebrity,76.8,1,1,1,1,0,2,Bar,Chinese,3,0,3,4,4,4,8,9,NA,3,NA,NA,8,6,0,5,4
60182,7000000,"british,japanese",Kolkata,Near Party Hub,23-02-2011,67.75,Not Specific,61.5,1,1,0,1,1,2,Bar,Arabian,3,1,7,4,3,2,7,10,4,NA,NA,NA,5,7,4,5,5
60183,30000000,"tibetan,greek",Pune,Near Business Hub,09-09-2011,91.6,Not Specific,88.9,1,1,0,1,1,2,Bar,Greek,3,0,9,4,5,5,5,6,3,2,NA,NA,6,8,4,7,7
60184,21500000,"indian,irish",Daman and Diu,Near Party Hub,03-01-2011,78.66,Not Specific,70.6,1,1,0,1,1,2,Bar,Greek,3,0,9,4,4,5,8,NA,NA,NA,NA,NA,6,7,3,5,7
60185,45000000,"tibetan,italian",Noida,Near Party Hub,10-03-2009,,Tier A Celebrity,79.4,1,1,1,0,1,,Bar,Greek,2,0,4,5,5,5,8,8,NA,3,NA,NA,3,3,1,5,4
60186,18000000,"chinese,salvadorian",New Delhi,Near Party Hub,19-05-2007,78.4,Tier A Celebrity,61.8,0,1,1,0,1,2,Bar,Greek,2,0,1,5,4,6,5,7,NA,3,NA,NA,8,8,6,5,6
60187,24000000,"polish,jewish",New Delhi,Near Party Hub,28-07-2008,61,Not Specific,48,1,1,1,0,1,2,Bar,90's,2,0,4,5,5,4,5,6,3,NA,NA,NA,4,4,5,2,7
60188,41000000,"japanese,thai",Hyderabad,Near Party Hub,01-10-2009,91.5,Not Specific,95.5,1,1,1,1,1,2,Bar,Arabian,5,0,1,5,6,5,8,9,6,NA,NA,NA,8,9,6,4,7
60189,30000000,"welsh,thai",mohali,Near Party Hub,08-09-2009,75,Not Specific,67,1,1,1,0,1,2,Caffee,Arabian,3,0,4,5,5,4,5,9,6,NA,NA,NA,2,7,5,6,6
60190,30500000,"indian,irish",-1,Near Party Hub,27-03-2009,90.4,Tier A Celebrity,79,1,1,1,0,1,2,Bar,Arabian,3,0,2,5,5,6,10,9,5,NA,5,NA,5,7,3,4,4
60191,21500000,"chinese,salvadorian",Chennai,Near Party Hub,06-04-2010,81.2,Not Specific,80.7,1,1,1,1,1,2,Bar,90's,3,0,5,5,4,2,7,7,3,NA,3,NA,10,9,4,0,6
60192,20000000,"indian,irish",Hyderabad,Near Party Hub,01-04-2011,58.6,Not Specific,60.4,0,1,0,0,1,2,Bar,Nature,3,1,10,3,3,3,9,8,NA,NA,NA,3,3,7,5,3,4
60193,30000000,"algerian,belgian",Gurgaon,Near Party Hub,11-01-2012,77,Tier A Celebrity,77.14,1,1,1,1,1,2,Bar,Nature,3,1,2,5,4,5,8,6,NA,NA,NA,2,8,5,6,4,9
60194,55000000,"welsh,thai",Mumbai,Near Party Hub,14-07-2005,82.2,Not Specific,74,0,1,0,1,1,1,Bar,Greek,2,1,9,5,4,4,8,9,NA,4,NA,NA,4,8,5,2,6
60195,3500000,"tibetan,italian",Gurgaon,Near Business Hub,11-08-2008,,Not Specific,75.2,1,1,1,0,1,2,Bar,90's,3,0,6,4,4,5,5,9,5,NA,NA,NA,1,7,5,4,4
60196,35000000,"tibetan,greek",New Delhi,Near Party Hub,15-06-2009,82,Tier A Celebrity,81.2,1,1,1,1,0,,Bar,Arabian,3,1,7,5,6,8,6,10,6,NA,4,NA,5,9,5,1,8
60197,50000000,"japanese,thai",Mysore,Near Party Hub,01-07-2008,,Tier A Celebrity,80.8,1,1,1,0,1,1,Bar,Petit,3,1,2,5,6,6,5,8,NA,NA,NA,3,6,9,4,5,7
60198,24000000,"turkish,sapnish",chennai,Near Party Hub,01-06-2012,81,Not Specific,88.88,1,1,0,1,0,,Bar,Chinese,3,0,8,5,4,3,5,9,NA,NA,NA,NA,7,5,5,5,5
60199,38500000,"british,japanese",Gurgaon,Near Party Hub,19-05-2009,90.1,Tier A Celebrity,87,0,1,0,1,0,1,Bar,Greek,3,1,8,6,6,7,5,9,5,4,NA,NA,5,7,2,3,4
60200,10500000,"polish,jewish",HYDERABAD,Near Party Hub,28-12-2011,86.17,Not Specific,83.9,1,1,1,1,1,2,Bar,Greek,2,1,7,4,4,4,5,7,3,2,NA,NA,8,7,6,6,7
60201,44000000,"tibetan,greek",Gurgaon,Near Party Hub,18-03-2008,91.4,Tier A Celebrity,86,1,1,1,1,1,,Gastro Bar,Arabian,5,0,1,6,6,6,9,9,6,NA,NA,NA,4,8,2,4,5
60202,20000000,"turkish,nigerian",GURGOAN,Near Party Hub,20-07-2010,83.89,Tier A Celebrity,67,1,1,1,1,1,2,Bar,Greek,4,0,10,4,5,5,9,8,4,NA,NA,NA,10,7,6,0,7
60203,11500000,"welsh,thai",-1,Near Party Hub,08-02-2009,81.2,Tier A Celebrity,65.2,0,1,1,1,0,2,Bar,Arabian,2,0,4,5,5,5,10,10,4,NA,4,NA,5,5,3,4,3
60204,18000000,"british,japanese",vsakhapttnam,Near Party Hub,05-05-2008,76.7,Not Specific,83.1,1,1,0,1,1,2,Bar,Downtown,3,0,8,4,3,4,6,6,NA,NA,NA,2,6,6,2,5,6
60205,30500000,"tibetan,greek",pune,Near Party Hub,27-12-2010,,Tier A Celebrity,78.2,0,1,1,1,1,2,Bar,Italica,4,0,5,6,5,5,7,NA,4,2,NA,NA,8,10,4,1,5
60206,32500000,"tibetan,greek",Noida,Near Party Hub,17-03-2011,80.6,Tier A Celebrity,80.6,1,1,0,1,1,2,Bar,Arabian,3,1,1,4,4,5,9,9,6,NA,NA,NA,2,5,5,3,4
60207,45000000,"algerian,korean",-1,Near Party Hub,20-03-2012,85,Tier A Celebrity,87,1,1,1,0,1,1,Bar,Greek,4,1,2,7,6,6,10,9,NA,4,NA,NA,6,7,4,2,8
60208,36000000,"tibetan,greek",Bangalore,Near Party Hub,29-05-2010,82,Not Specific,70.16,1,1,1,1,0,,Bar,Arabian,4,0,10,4,2,4,9,8,4,NA,NA,NA,2,1,0,2,0
60209,45000000,"chinese,salvadorian",-1,Near Party Hub,27-02-2009,91,Not Specific,90.91,1,1,1,1,1,2,Bar,Greek,4,0,7,5,5,5,9,7,3,2,NA,NA,8,9,8,3,7
60210,30000000,"chinese,salvadorian",Bangalore,Near Business Hub,30-12-2010,87,Not Specific,,1,1,1,0,1,2,Bar,90's,3,1,2,3,4,2,8,6,3,NA,NA,NA,9,8,6,3,8
60211,31000000,"tibetan,italian",Lucknow,Near Party Hub,10-08-2006,69,Not Specific,69,1,1,1,1,1,2,Bar,Greek,2,0,4,5,4,6,5,9,5,5,NA,NA,0,4,3,2,6
60212,35000000,"algerian,belgian",Nagpur,Near Party Hub,27-07-2007,74.4,Tier A Celebrity,74.4,1,1,1,1,1,2,Bar,Nature,2,0,5,5,4,5,10,8,2,3,NA,3,6,9,4,4,7
60213,24000000,"indian,irish",Bhagalpur,Near Party Hub,13-02-2009,79.28,Not Specific,,1,1,0,0,1,2,Bar,Nature,3,0,10,6,6,5,10,9,NA,NA,NA,NA,9,9,1,2,8
60214,44500000,"algerian,algerian",Bangalore,Near Party Hub,13-05-2009,84.96,Not Specific,59.16,1,1,1,1,1,2,Bar,90's,2,1,6,4,5,5,9,10,4,NA,NA,NA,4,7,3,6,6
60215,30000000,"tibetan,greek",Bangalore,Near Party Hub,07-09-2011,,Not Specific,78.83,1,1,0,1,1,1,Bar,Bettaso,3,0,5,4,4,6,8,9,4,NA,NA,NA,1,7,1,6,6
60216,30000000,"japanese,thai",Chennai,Near Business Hub,05-06-2008,92.8,Not Specific,83,1,1,1,1,1,,Caffee,Arabian,4,0,5,3,4,4,10,10,4,NA,NA,NA,5,5,3,3,5
60217,22500000,"polish,jewish",Noida,Near Business Hub,06-02-2010,79.4,Tier A Celebrity,67,1,1,1,1,1,2,Bar,Greek,2,0,7,5,5,4,6,10,NA,3,NA,NA,8,10,5,5,8
60218,17000000,"polish,jewish",Hyderabad,Near Party Hub,11-02-2009,,Not Specific,,1,1,0,0,1,2,Bar,90's,2,1,8,4,3,5,6,6,2,NA,NA,NA,7,6,6,7,6
60219,11000000,"algerian,belgian",new delhi - jaisalmer,Near Party Hub,01-11-2009,66.8,Tier A Celebrity,59.9,0,1,1,1,0,2,Bar,Greek,2,0,10,2,5,3,9,10,NA,3,NA,NA,4,6,3,6,5
60220,51000000,"turkish,nigerian",Pune,Near Party Hub,10-11-2010,79.8,Tier A Celebrity,75.6,1,1,1,1,1,2,Bar,Greek,2,0,7,4,6,6,6,7,3,3,NA,NA,9,9,5,3,7
60221,12000000,"irish,belgian",New Delhi,Near Business Hub,06-12-2010,88,Tier A Celebrity,87.8,1,1,1,1,1,1,Bar,Greek,3,1,9,6,4,5,7,9,4,4,NA,NA,7,7,5,3,7
60222,42500000,"tibetan,greek",Mumbai,Near Business Hub,06-06-2009,87,Tier A Celebrity,72,1,1,1,1,1,2,Bar,Greek,3,0,6,4,6,6,5,9,NA,5,NA,NA,8,8,4,2,7
60223,10000000,"welsh,thai",Coimbatore,Near Party Hub,08-05-2008,77,Not Specific,67,1,1,1,1,1,2,Bar,90's,2,0,3,3,4,3,8,8,3,2,NA,2,8,9,8,9,9
60224,37000000,"algerian,belgian",-1,Near Business Hub,21-09-2010,,Tier A Celebrity,87,1,1,1,0,1,2,Bar,Arabian,4,0,1,5,5,6,10,9,5,NA,NA,NA,4,5,4,5,5
60225,24000000,"british,japanese",Chennai,Near Business Hub,21-06-2012,,Not Specific,79.2,1,1,1,0,1,2,Bar,Arabian,3,0,1,3,4,2,7,8,4,NA,3,NA,8,8,7,2,6
60226,50000000,"turkish,nigerian",Bangalore,Near Party Hub,21-01-2009,71,Not Specific,75,1,1,0,1,1,2,Bar,Greek,4,1,8,5,4,6,9,8,NA,3,NA,NA,5,5,4,3,4
60227,23000000,"welsh,thai",Ahmedabad,Near Party Hub,10-07-2009,65.3,Not Specific,68.4,1,1,1,1,1,2,Bar,90's,3,0,8,4,5,5,6,9,5,NA,NA,NA,6,5,4,1,3
60228,55000000,"tibetan,greek",-1,Near Party Hub,13-11-2008,94.6,Tier A Celebrity,83,1,1,1,1,1,,Bar,Arabian,4,0,6,6,6,7,6,9,6,NA,NA,NA,4,7,1,2,7
60229,41500000,"swedish,greek",Noida,Near Business Hub,12-09-2008,75,Tier A Celebrity,68,1,1,1,1,1,2,Bar,Arabian,3,0,7,4,4,5,5,10,4,NA,NA,NA,4,5,4,2,8
60230,32000000,"tibetan,italian",Kochi/Cochin,Near Party Hub,16-11-2011,83.33,Tier A Celebrity,80.3,1,1,1,1,1,1,Bar,Nature,3,0,8,7,5,6,5,10,NA,NA,NA,4,9,9,7,0,6
60231,35000000,"british,japanese",Gurgaon,Near Party Hub,20-07-2011,82.6,Tier A Celebrity,81.4,1,1,1,1,1,1,Bar,Greek,4,1,6,6,5,8,9,10,NA,3,NA,NA,7,6,3,2,3
60232,31000000,"tibetan,greek",chennai,Near Party Hub,09-10-2010,80.83,Not Specific,82.1,1,1,0,1,0,2,Bar,90's,3,0,6,3,4,6,5,10,4,NA,NA,NA,8,7,7,6,8
60233,10000000,"tibetan,italian",Pune,Near Business Hub,27-10-2010,67.23,Not Specific,65.5,0,1,1,0,0,2,Bar,Arabian,2,0,3,3,4,3,6,9,5,NA,NA,NA,9,7,5,3,7
60234,30000000,"japanese,thai",Chennai,Near Business Hub,11-10-2011,86.2,Tier A Celebrity,84.3,1,1,1,1,1,2,Bar,Greek,3,1,10,5,5,4,5,7,3,2,NA,NA,9,6,4,0,7
60235,18000000,"british,japanese",Noida,Near Party Hub,27-12-2006,,Not Specific,68,1,1,1,1,1,,Bar,Arabian,1,0,5,4,4,4,7,8,3,NA,3,NA,5,7,5,6,7
60236,12000000,"turkish,sapnish",Noida,Near Business Hub,31-07-2009,,Not Specific,60,1,1,1,0,1,2,Bar,Arabian,3,0,8,4,5,4,7,8,3,NA,NA,NA,5,7,5,4,6
60237,10000000,"algerian,algerian",-1,Near Party Hub,15-02-2011,86.62,Not Specific,62.2,1,1,1,1,0,2,Bar,Greek,2,0,8,4,5,3,10,8,NA,3,NA,NA,8,6,5,1,8
60238,22000000,"peruvian,cuban",Bangalore,Near Party Hub,09-11-2007,69.13,Not Specific,64.4,1,1,1,1,1,2,Bar,90's,3,1,4,3,3,5,6,8,4,NA,NA,NA,6,5,4,4,6
60239,30000000,"indian,irish",Bangalore,Near Party Hub,17-07-2010,89.12,Not Specific,68,1,1,0,1,1,2,Bar,Arabian,3,1,8,4,5,5,10,10,5,NA,4,NA,7,5,3,0,2
60240,41000000,"tibetan,italian",Chennai,Near Party Hub,08-12-2009,91.6,Not Specific,91.6,1,1,1,1,0,,Bar,90's,3,0,8,4,5,5,6,10,4,5,NA,NA,5,5,4,3,5
60241,10000000,"polish,jewish",Hyderabad,Near Business Hub,29-08-2009,87.5,Not Specific,95.3,1,1,0,1,1,2,Bar,Greek,4,1,4,4,4,5,10,8,3,3,NA,NA,,8,2,4,7
60242,18000000,"irish,belgian",Noida,Near Party Hub,14-03-2011,73,Not Specific,69,1,1,1,1,1,2,Bar,90's,2,0,1,4,4,4,7,10,4,NA,4,NA,7,6,5,5,5
60243,44500000,"tibetan,greek",Mumbai,Near Party Hub,21-12-2007,66.4,Tier A Celebrity,69.8,1,1,1,1,1,2,Bar,Greek,2,1,1,5,5,5,6,9,5,4,NA,NA,6,5,0,5,7
60244,26500000,"tibetan,greek",Bangalore,Near Business Hub,13-05-2010,80.33,Not Specific,86.9,1,1,0,1,1,2,Bar,Arabian,3,0,6,3,5,3,9,9,5,NA,NA,NA,8,8,4,2,7
60245,21500000,"turkish,nigerian",Gurgaon,Near Party Hub,05-10-2008,,Tier A Celebrity,73.4,1,1,1,1,0,,Bar,Arabian,3,0,8,5,5,6,5,10,4,NA,NA,NA,3,4,3,5,5
60246,28500000,"turkish,nigerian",Jaipur,Near Party Hub,30-09-2010,,Tier A Celebrity,56.9,1,1,1,1,1,2,Bar,Arabian,2,1,7,3,3,4,6,7,3,NA,3,NA,6,7,4,1,9
60247,30000000,"turkish,nigerian",-1,Near Party Hub,08-07-2012,81.1,Not Specific,86.7,1,1,0,1,1,2,Bar,Arabian,3,1,7,5,3,3,10,10,4,NA,NA,NA,10,8,6,0,8
60248,27500000,"tibetan,greek",Bangalore,Near Party Hub,02-05-2009,60.14,Not Specific,60,0,1,1,1,1,2,Bar,90's,3,0,7,4,4,5,6,10,4,NA,4,NA,6,7,5,1,9
60249,26500000,"tibetan,italian",Noida,Near Business Hub,17-03-2011,84.6,Tier A Celebrity,64.7,1,1,0,1,0,,Bar,90's,3,0,10,4,5,4,10,9,5,NA,NA,NA,9,8,4,2,8
60250,30000000,"chinese,salvadorian",Bangalore,Near Party Hub,11-03-2010,78.83,Tier A Celebrity,80.5,1,1,1,0,1,1,Bar,Greek,2,0,2,5,5,6,7,10,4,3,NA,NA,6,8,7,2,8
60251,30000000,"algerian,korean",Noida,Near Party Hub,05-12-2009,78,Not Specific,69,1,1,1,1,1,2,Bar,Arabian,2,1,8,4,6,6,7,9,5,NA,NA,NA,6,8,6,3,8
60252,32500000,"welsh,thai",Bangalore,Near Party Hub,22-08-2008,75.8,Tier A Celebrity,61.6,0,1,1,0,0,2,Bar,Arabian,2,0,3,3,5,6,10,10,4,NA,NA,NA,8,8,7,4,6
60253,17000000,"tibetan,greek",Hyderabad,Near Party Hub,14-07-2011,77.66,Not Specific,90.7,1,1,1,0,1,2,Bar,Arabian,2,1,3,5,5,5,9,7,4,NA,3,NA,2,6,5,3,7
